Sample_Number,Date_Collected,Storage_Solution,CollectionSite,Collection_Site_Location_Details,Brood_year,Year_Class,Oyster_Length_,Oyster_Depth,Weight_g,Size_Class,Tissue,,,,,,,
1555,,95% Ethanol,Qingdao,Be,,,3-5cm,,,3,,,,,,,,
1556,,95% Ethanol,Qingdao,Be,,,3-5cm,,,3,,,,,,,,
1557,,95% Ethanol,Qingdao,Be,,,3-5cm,,,3,,,,,,,,
1558,,95% Ethanol,Qingdao,Be,,,3-5cm,,,3,,,,,,,,
1559,,95% Ethanol,Qingdao,Be,,,3-5cm,,,3,,,,,,,,
1560,,95% Ethanol,Qingdao,Be,,,3-5cm,,,3,,,,,,,,
1561,,95% Ethanol,Qingdao,Be,,,3-5cm,,,3,,,,,,,,
1562,,95% Ethanol,Qingdao,Be,,,3-5cm,,,3,,,,,,,,
1563,,95% Ethanol,Qingdao,Be,,,3-5cm,,,3,,,,,,,,
1564,,95% Ethanol,Qingdao,Be,,,3-5cm,,,3,,,,,,,,
1565,,95% Ethanol,Qingdao,Be,,,3-5cm,,,3,,,,,,,,
1566,,95% Ethanol,Qingdao,Be,,,3-5cm,,,3,,,,,,,,
1567,,95% Ethanol,Qingdao,Be,,,3-5cm,,,3,,,,,,,,
1568,,95% Ethanol,Qingdao,Be,,,3-5cm,,,3,,,,,,,,
1569,,95% Ethanol,Qingdao,Be,,,3-5cm,,,3,,,,,,,,
1570,,95% Ethanol,Qingdao,Be,,,3-5cm,,,3,,,,,,,,
1571,,95% Ethanol,Qingdao,Be,,,3-5cm,,,3,,,,,,,,
1572,,95% Ethanol,Qingdao,Be,,,3-5cm,,,3,,,,,,,,
1573,,95% Ethanol,Qingdao,Be,,,3-5cm,,,3,,,,,,,,
1574,,95% Ethanol,Qingdao,Be,,,3-5cm,,,3,,,,,,,,
1575,,95% Ethanol,Qingdao,Be,,,3-5cm,,,#N/A,,,,,,,,
1576,,95% Ethanol,Qingdao,Be,,,3-5cm,,,#N/A,,,,,,,,
1577,,95% Ethanol,Qingdao,Be,,,3-5cm,,,#N/A,,,,,,,,
1578,,95% Ethanol,Qingdao,Be,,,3-5cm,,,#N/A,,,,,,,,
1579,,95% Ethanol,Qingdao,Be,,,3-5cm,,,#N/A,,,,,,,,
1580,,95% Ethanol,Qingdao,Be,,,3-5cm,,,#N/A,,,,,,,,
1581,,95% Ethanol,Qingdao,Be,,,3-5cm,,,#N/A,,,,,,,,
1582,,95% Ethanol,Qingdao,Be,,,3-5cm,,,#N/A,,,,,,,,
1583,,95% Ethanol,Qingdao,Be,,,3-5cm,,,#N/A,,,,,,,,
1584,,95% Ethanol,Qingdao,Be,,,3-5cm,,,#N/A,,,,,,,,
1585,,95% Ethanol,Qingdao,Be,,,3-5cm,,,#N/A,,,,,,,,
1586,,95% Ethanol,Qingdao,Be,,,3-5cm,,,#N/A,,,,,,,,
1587,,95% Ethanol,Qingdao,Be,,,3-5cm,,,#N/A,,,,,,,,
1588,,95% Ethanol,Qingdao,Be,,,3-5cm,,,#N/A,,,,,,,,
1589,,95% Ethanol,Qingdao,Be,,,3-5cm,,,#N/A,,,,,,,,
1590,,95% Ethanol,Qingdao,Be,,,3-5cm,,,#N/A,,,,,,,,
1591,,95% Ethanol,Qingdao,Be,,,3-5cm,,,#N/A,,,,,,,,
1592,,95% Ethanol,Qingdao,Be,,,3-5cm,,,#N/A,,,,,,,,
1593,,95% Ethanol,Qingdao,Be,,,3-5cm,,,#N/A,,,,,,,,
1594,,95% Ethanol,Qingdao,Be,,,3-5cm,,,#N/A,,,,,,,,
1595,,95% Ethanol,Qingdao,Be,,,3-5cm,,,#N/A,,,,,,,,
1596,,95% Ethanol,Qingdao,Be,,,3-5cm,,,#N/A,,,,,,,,
1597,,95% Ethanol,Qingdao,Be,,,3-5cm,,,#N/A,,,,,,,,
1598,,95% Ethanol,Qingdao,Be,,,3-5cm,,,#N/A,,,,,,,,
1599,,95% Ethanol,Qingdao,Be,,,3-5cm,,,#N/A,,,,,,,,
1600,,95% Ethanol,Qingdao,Be,,,3-5cm,,,#N/A,,,,,,,,
1601,,95% Ethanol,Qingdao,QDC,,,6-7cm,,,3,,,,,,,,
1602,,95% Ethanol,Qingdao,QDC,,,6-7cm,,,3,,,,,,,,
1603,,95% Ethanol,Qingdao,QDC,,,6-7cm,,,3,,,,,,,,
1604,,95% Ethanol,Qingdao,QDC,,,6-7cm,,,3,,,,,,,,
1605,,95% Ethanol,Qingdao,QDC,,,6-7cm,,,3,,,,,,,,
1606,,95% Ethanol,Qingdao,QDC,,,6-7cm,,,3,,,,,,,,
1607,,95% Ethanol,Qingdao,QDC,,,6-7cm,,,3,,,,,,,,
1608,,95% Ethanol,Qingdao,QDC,,,6-7cm,,,3,,,,,,,,
1609,,95% Ethanol,Qingdao,QDC,,,6-7cm,,,3,,,,,,,,
1610,,95% Ethanol,Qingdao,QDC,,,6-7cm,,,3,,,,,,,,
1611,,95% Ethanol,Qingdao,QDC,,,6-7cm,,,3,,,,,,,,
1612,,95% Ethanol,Qingdao,QDC,,,6-7cm,,,3,,,,,,,,
1613,,95% Ethanol,Qingdao,QDC,,,6-7cm,,,3,,,,,,,,
1614,,95% Ethanol,Qingdao,QDC,,,6-7cm,,,3,,,,,,,,
1615,,95% Ethanol,Qingdao,QDC,,,6-7cm,,,3,,,,,,,,
1616,,95% Ethanol,Qingdao,QDC,,,6-7cm,,,3,,,,,,,,
1617,,95% Ethanol,Qingdao,QDC,,,6-7cm,,,3,,,,,,,,
1618,,95% Ethanol,Qingdao,QDC,,,6-7cm,,,3,,,,,,,,
1619,,95% Ethanol,Qingdao,QDC,,,6-7cm,,,3,,,,,,,,
1620,,95% Ethanol,Qingdao,QDC,,,6-7cm,,,3,,,,,,,,
1621,,95% Ethanol,Qingdao,QDC,,,6-7cm,,,3,,,,,,,,
1622,,95% Ethanol,Qingdao,QDC,,,6-7cm,,,3,,,,,,,,
1623,,95% Ethanol,Qingdao,QDC,,,6-7cm,,,3,,,,,,,,
1624,,95% Ethanol,Qingdao,QDC,,,6-7cm,,,3,,,,,,,,
1625,,95% Ethanol,Qingdao,QDC,,,6-7cm,,,#N/A,,,,,,,,
1626,,95% Ethanol,Qingdao,QDC,,,6-7cm,,,#N/A,,,,,,,,
1627,,95% Ethanol,Qingdao,QDC,,,6-7cm,,,#N/A,,,,,,,,
1628,,95% Ethanol,Qingdao,QDC,,,6-7cm,,,#N/A,,,,,,,,
1629,,95% Ethanol,Qingdao,QDC,,,6-7cm,,,#N/A,,,,,,,,
1630,,95% Ethanol,Qingdao,QDC,,,6-7cm,,,#N/A,,,,,,,,
1631,,95% Ethanol,Qingdao,QDC,,,6-7cm,,,#N/A,,,,,,,,
1632,,95% Ethanol,Qingdao,QDC,,,6-7cm,,,#N/A,,,,,,,,
1633,,95% Ethanol,Qingdao,QDC,,,6-7cm,,,#N/A,,,,,,,,
1634,,95% Ethanol,Qingdao,QDC,,,6-7cm,,,#N/A,,,,,,,,
1635,,95% Ethanol,Qingdao,QDC,,,6-7cm,,,#N/A,,,,,,,,
1636,,95% Ethanol,Qingdao,QDC,,,6-7cm,,,#N/A,,,,,,,,
1637,,95% Ethanol,Qingdao,QDC,,,6-7cm,,,#N/A,,,,,,,,
1638,,95% Ethanol,Qingdao,QDC,,,6-7cm,,,#N/A,,,,,,,,
1639,,95% Ethanol,Qingdao,QDC,,,6-7cm,,,#N/A,,,,,,,,
1640,,95% Ethanol,Qingdao,QDC,,,6-7cm,,,#N/A,,,,,,,,
1641,,95% Ethanol,Qingdao,QDC,,,6-7cm,,,#N/A,,,,,,,,
1642,,95% Ethanol,Qingdao,QDC,,,6-7cm,,,#N/A,,,,,,,,
1643,,95% Ethanol,Qingdao,QDC,,,6-7cm,,,#N/A,,,,,,,,
1644,,95% Ethanol,Qingdao,QDC,,,6-7cm,,,#N/A,,,,,,,,
1645,,95% Ethanol,Qingdao,QDC,,,6-7cm,,,#N/A,,,,,,,,
1646,,95% Ethanol,Qingdao,QDC,,,6-7cm,,,#N/A,,,,,,,,
1647,,95% Ethanol,Qingdao,QDC,,,6-7cm,,,#N/A,,,,,,,,
1648,,95% Ethanol,Qingdao,QDC,,,6-7cm,,,#N/A,,,,,,,,
1649,,95% Ethanol,Qingdao,QDC,,,6-7cm,,,#N/A,,,,,,,,
1650,,95% Ethanol,Qingdao,QDC,,,6-7cm,,,#N/A,,,,,,,,
1651,,95% Ethanol,Qingdao,RSC,,,8-10cm,,,5,,,,,,,,
1652,,95% Ethanol,Qingdao,RSC,,,8-10cm,,,5,,,,,,,,
1653,,95% Ethanol,Qingdao,RSC,,,8-10cm,,,5,,,,,,,,
1654,,95% Ethanol,Qingdao,RSC,,,8-10cm,,,5,,,,,,,,
1655,,95% Ethanol,Qingdao,RSC,,,8-10cm,,,5,,,,,,,,
1656,,95% Ethanol,Qingdao,RSC,,,8-10cm,,,5,,,,,,,,
1657,,95% Ethanol,Qingdao,RSC,,,8-10cm,,,5,,,,,,,,
1658,,95% Ethanol,Qingdao,RSC,,,8-10cm,,,5,,,,,,,,
1659,,95% Ethanol,Qingdao,RSC,,,8-10cm,,,5,,,,,,,,
1660,,95% Ethanol,Qingdao,RSC,,,8-10cm,,,5,,,,,,,,
1661,,95% Ethanol,Qingdao,RSC,,,8-10cm,,,5,,,,,,,,
1662,,95% Ethanol,Qingdao,RSC,,,8-10cm,,,5,,,,,,,,
1663,,95% Ethanol,Qingdao,RSC,,,8-10cm,,,5,,,,,,,,
1664,,95% Ethanol,Qingdao,RSC,,,8-10cm,,,5,,,,,,,,
1665,,95% Ethanol,Qingdao,RSC,,,8-10cm,,,5,,,,,,,,
1666,,95% Ethanol,Qingdao,RSC,,,8-10cm,,,5,,,,,,,,
1667,,95% Ethanol,Qingdao,RSC,,,8-10cm,,,5,,,,,,,,
1668,,95% Ethanol,Qingdao,RSC,,,8-10cm,,,5,,,,,,,,
1669,,95% Ethanol,Qingdao,RSC,,,8-10cm,,,5,,,,,,,,
1670,,95% Ethanol,Qingdao,RSC,,,8-10cm,,,5,,,,,,,,
1671,,95% Ethanol,Qingdao,RSC,,,8-10cm,,,5,,,,,,,,
1672,,95% Ethanol,Qingdao,RSC,,,8-10cm,,,5,,,,,,,,
1673,,95% Ethanol,Qingdao,RSC,,,8-10cm,,,5,,,,,,,,
1674,,95% Ethanol,Qingdao,RSC,,,8-10cm,,,5,,,,,,,,
1675,,95% Ethanol,Qingdao,RSC,,,8-10cm,,,#N/A,,,,,,,,
1676,,95% Ethanol,Qingdao,RSC,,,8-10cm,,,#N/A,,,,,,,,
1677,,95% Ethanol,Qingdao,RSC,,,8-10cm,,,#N/A,,,,,,,,
1678,,95% Ethanol,Qingdao,RSC,,,8-10cm,,,#N/A,,,,,,,,
1679,,95% Ethanol,Qingdao,RSC,,,8-10cm,,,#N/A,,,,,,,,
1680,,95% Ethanol,Qingdao,RSC,,,8-10cm,,,#N/A,,,,,,,,
1681,,95% Ethanol,Qingdao,RSC,,,8-10cm,,,#N/A,,,,,,,,
1682,,95% Ethanol,Qingdao,RSC,,,8-10cm,,,#N/A,,,,,,,,
1683,,95% Ethanol,Qingdao,RSC,,,8-10cm,,,#N/A,,,,,,,,
1684,,95% Ethanol,Qingdao,RSC,,,8-10cm,,,#N/A,,,,,,,,
1685,,95% Ethanol,Qingdao,RSC,,,8-10cm,,,#N/A,,,,,,,,
1686,,95% Ethanol,Qingdao,RSC,,,8-10cm,,,#N/A,,,,,,,,
1687,,95% Ethanol,Qingdao,RSC,,,8-10cm,,,#N/A,,,,,,,,
1688,,95% Ethanol,Qingdao,RSC,,,8-10cm,,,#N/A,,,,,,,,
1689,,95% Ethanol,Qingdao,RSC,,,8-10cm,,,#N/A,,,,,,,,
1690,,95% Ethanol,Qingdao,RSC,,,8-10cm,,,#N/A,,,,,,,,
1691,,95% Ethanol,Qingdao,RSC,,,8-10cm,,,#N/A,,,,,,,,
1692,,95% Ethanol,Qingdao,RSC,,,8-10cm,,,#N/A,,,,,,,,
1693,,95% Ethanol,Qingdao,RSC,,,8-10cm,,,#N/A,,,,,,,,
1694,,95% Ethanol,Qingdao,RSC,,,8-10cm,,,#N/A,,,,,,,,
1695,,95% Ethanol,Qingdao,RSC,,,8-10cm,,,#N/A,,,,,,,,
1696,,95% Ethanol,Qingdao,RSC,,,8-10cm,,,#N/A,,,,,,,,
1697,,95% Ethanol,Qingdao,RSC,,,8-10cm,,,#N/A,,,,,,,,
1698,,95% Ethanol,Qingdao,RSC,,,8-10cm,,,#N/A,,,,,,,,
1699,,95% Ethanol,Qingdao,RSC,,,8-10cm,,,#N/A,,,,,,,,
1700,,95% Ethanol,Qingdao,RSC,,,8-10cm,,,#N/A,,,,,,,,
1701,,RNAlater,ISL/FBHatchery,ISL/FB Hatchery,,,,,,N/A,,,,,,,,
1702,,RNAlater,ISL/FBHatchery,ISL/FB Hatchery,,,,,,N/A,,,,,,,,
1703,,RNAlater,ISL/FBHatchery,ISL/FB Hatchery,,,,,,N/A,,,,,,,,
1704,,RNAlater,ISL/FBHatchery,ISL/FB Hatchery,,,,,,N/A,,,,,,,,
1705,,RNAlater,ISL/FBHatchery,ISL/FB Hatchery,,,,,,N/A,,,,,,,,
1706,,RNAlater,ISL/FBHatchery,ISL/FB Hatchery,,,,,,N/A,,,,,,,,
1707,,RNAlater,ISL/FBHatchery,ISL/FB Hatchery,,,,,,N/A,,,,,,,,
1708,,RNAlater,ISL/FBHatchery,ISL/FB Hatchery,,,,,,N/A,,,,,,,,
1709,,RNAlater,ISL/FBHatchery,ISL/FB Hatchery,,,,,,N/A,,,,,,,,
1710,,RNAlater,ISL/FBHatchery,ISL/FB Hatchery,,,,,,N/A,,,,,,,,
1711,,RNAlater,ISL/FBHatchery,ISL/FB Hatchery,,,,,,N/A,,,,,,,,
1712,,RNAlater,ISL/FBHatchery,ISL/FB Hatchery,,,,,,N/A,,,,,,,,
1713,,RNAlater,ISL/FBHatchery,ISL/FB Hatchery,,,,,,N/A,,,,,,,,
1714,,RNAlater,ISL/FBHatchery,ISL/FB Hatchery,,,,,,N/A,,,,,,,,
1715,,RNAlater,ISL/FBHatchery,ISL/FB Hatchery,,,,,,N/A,,,,,,,,
1716,,RNAlater,ISL/FBHatchery,ISL/FB Hatchery,,,,,,N/A,,,,,,,,
1717,,,,,,,,,,#N/A,,,,,,,,
1718,,,,,,,,,,#N/A,,,,,,,,
1719,,,,,,,,,,#N/A,,,,,,,,
1720,,,,,,,,,,#N/A,,,,,,,,
1721,,,,,,,,,,#N/A,,,,,,,,
1722,,,,,,,,,,#N/A,,,,,,,,
1723,,,,,,,,,,#N/A,,,,,,,,
1724,,,,,,,,,,#N/A,,,,,,,,
1725,,,,,,,,,,#N/A,,,,,,,,
1726,,,,,,,,,,#N/A,,,,,,,,
1727,,,,,,,,,,#N/A,,,,,,,,
1728,,,,,,,,,,#N/A,,,,,,,,
1729,,,,,,,,,,#N/A,,,,,,,,
1730,,,,,,,,,,#N/A,,,,,,,,
1731,,,,,,,,,,#N/A,,,,,,,,
1732,,,,,,,,,,#N/A,,,,,,,,
1733,,,,,,,,,,#N/A,,,,,,,,
1734,,,,,,,,,,#N/A,,,,,,,,
1735,,,,,,,,,,#N/A,,,,,,,,
1736,,,,,,,,,,#N/A,,,,,,,,
1737,,,,,,,,,,#N/A,,,,,,,,
1738,,,,,,,,,,#N/A,,,,,,,,
1739,,,,,,,,,,#N/A,,,,,,,,
1740,,,,,,,,,,#N/A,,,,,,,,
1741,,,,,,,,,,#N/A,,,,,,,,
1742,,,,,,,,,,#N/A,,,,,,,,
1743,,,,,,,,,,#N/A,,,,,,,,
1744,,,,,,,,,,#N/A,,,,,,,,
1745,,,,,,,,,,#N/A,,,,,,,,
1746,,,,,,,,,,#N/A,,,,,,,,
1747,,,,,,,,,,#N/A,,,,,,,,
1748,,,,,,,,,,#N/A,,,,,,,,
1749,,,,,,,,,,#N/A,,,,,,,,
1750,,,,,,,,,,#N/A,,,,,,,,
1751,,,,,,,,,,#N/A,,,,,,,,
1752,,,,,,,,,,#N/A,,,,,,,,
1753,,,,,,,,,,#N/A,,,,,,,,
1754,,,,,,,,,,#N/A,,,,,,,,
1755,,,,,,,,,,#N/A,,,,,,,,
1756,,,,,,,,,,#N/A,,,,,,,,
1757,,,,,,,,,,#N/A,,,,,,,,
1758,,,,,,,,,,#N/A,,,,,,,,
1759,,,,,,,,,,#N/A,,,,,,,,
1760,,,,,,,,,,#N/A,,,,,,,,
1761,,,,,,,,,,#N/A,,,,,,,,
1762,,,,,,,,,,#N/A,,,,,,,,
1763,,,,,,,,,,#N/A,,,,,,,,
1764,,,,,,,,,,#N/A,,,,,,,,
1765,,,,,,,,,,#N/A,,,,,,,,
1766,,,,,,,,,,#N/A,,,,,,,,
1767,,,,,,,,,,#N/A,,,,,,,,
1768,,,,,,,,,,#N/A,,,,,,,,
1769,,,,,,,,,,#N/A,,,,,,,,
1770,,,,,,,,,,#N/A,,,,,,,,
1771,,,,,,,,,,#N/A,,,,,,,,
1772,,,,,,,,,,#N/A,,,,,,,,
1773,,,,,,,,,,#N/A,,,,,,,,
1774,,,,,,,,,,#N/A,,,,,,,,
1775,,,,,,,,,,#N/A,,,,,,,,
1776,,,,,,,,,,#N/A,,,,,,,,
1777,,,,,,,,,,#N/A,,,,,,,,
1778,,,,,,,,,,#N/A,,,,,,,,
1779,,,,,,,,,,#N/A,,,,,,,,
1780,,,,,,,,,,#N/A,,,,,,,,
1781,,,,,,,,,,#N/A,,,,,,,,
1782,,,,,,,,,,#N/A,,,,,,,,
1783,,,,,,,,,,#N/A,,,,,,,,
1784,,,,,,,,,,#N/A,,,,,,,,
1785,,,,,,,,,,#N/A,,,,,,,,
1786,,,,,,,,,,#N/A,,,,,,,,
1787,,,,,,,,,,#N/A,,,,,,,,
1788,,,,,,,,,,#N/A,,,,,,,,
1789,,,,,,,,,,#N/A,,,,,,,,
1790,,,,,,,,,,#N/A,,,,,,,,
1791,,,,,,,,,,#N/A,,,,,,,,
1792,,,,,,,,,,#N/A,,,,,,,,
1793,,,,,,,,,,#N/A,,,,,,,,
1794,,,,,,,,,,#N/A,,,,,,,,
1795,,,,,,,,,,#N/A,,,,,,,,
1796,,,,,,,,,,#N/A,,,,,,,,
1797,,,,,,,,,,#N/A,,,,,,,,
1798,,,,,,,,,,#N/A,,,,,,,,
1799,,,,,,,,,,#N/A,,,,,,,,
1800,,,,,,,,,,#N/A,,,,,,,,
1801,2017-06-01,95% Ethanol,Sainte-Barbe,"48.765167, -2.994716",,,6.262,N/A,59.24,3,,,,,,,,
1802,2017-06-01,95% Ethanol,Sainte-Barbe,"48.765167, -2.994716",,,8.234,N/A,99.54,4,,,,,,,,
1803,2017-06-01,95% Ethanol,Sainte-Barbe,"48.765167, -2.994716",,,8.49,N/A,63.37,4,,,,,,,,
1804,2017-06-01,95% Ethanol,Sainte-Barbe,"48.765167, -2.994716",,,8.02,N/A,96.02,4,,,,,,,,
1805,2017-06-01,95% Ethanol,Sainte-Barbe,"48.765167, -2.994716",,,8.334,N/A,61.3,4,,,,,,,,
1806,2017-06-01,95% Ethanol,Sainte-Barbe,"48.765167, -2.994716",,,9.129,N/A,132.74,5,,,,,,,,
1807,2017-06-01,95% Ethanol,Sainte-Barbe,"48.765167, -2.994716",,,8.892,N/A,137.76,4,,,,,,,,
1808,2017-06-01,95% Ethanol,Sainte-Barbe,"48.765167, -2.994716",,,9.915,N/A,125.4,5,,,,,,,,
1809,2017-06-01,95% Ethanol,Sainte-Barbe,"48.765167, -2.994716",,,9.091,N/A,124.28,5,,,,,,,,
1810,2017-06-01,95% Ethanol,Sainte-Barbe,"48.765167, -2.994716",,,7.312,N/A,48.2,4,,,,,,,,
1811,2017-06-01,95% Ethanol,Sainte-Barbe,"48.765167, -2.994716",,,8.639,N/A,122.29,4,,,,,,,,
1812,2017-06-01,95% Ethanol,Sainte-Barbe,"48.765167, -2.994716",,,7.645,N/A,120.14,4,,,,,,,,
1813,2017-06-01,95% Ethanol,Sainte-Barbe,"48.765167, -2.994716",,,8.774,N/A,118.03,4,,,,,,,,
1814,2017-06-01,95% Ethanol,Sainte-Barbe,"48.765167, -2.994716",,,8.944,N/A,152.06,4,,,,,,,,
1815,2017-06-01,95% Ethanol,Sainte-Barbe,"48.765167, -2.994716",,,8.063,N/A,87.81,4,,,,,,,,
1816,2017-06-01,95% Ethanol,Sainte-Barbe,"48.765167, -2.994716",,,8.878,N/A,130.65,4,,,,,,,,
1817,2017-06-01,95% Ethanol,Sainte-Barbe,"48.765167, -2.994716",,,9.81,N/A,142.72,5,,,,,,,,
1818,2017-06-01,95% Ethanol,Sainte-Barbe,"48.765167, -2.994716",,,9.352,N/A,76.86,5,,,,,,,,
1819,2017-06-01,95% Ethanol,Sainte-Barbe,"48.765167, -2.994716",,,8.202,N/A,67.49,4,,,,,,,,
1820,2017-06-01,95% Ethanol,Sainte-Barbe,"48.765167, -2.994716",,,9.344,N/A,135.84,5,,,,,,,,
1821,2017-06-01,95% Ethanol,Sainte-Barbe,"48.765167, -2.994716",,,7.011,N/A,75.82,4,,,,,,,,
1822,2017-06-01,95% Ethanol,Sainte-Barbe,"48.765167, -2.994716",,,8.119,N/A,109.28,4,,,,,,,,
1823,2017-06-01,95% Ethanol,Sainte-Barbe,"48.765167, -2.994716",,,7.205,N/A,58.33,4,,,,,,,,
1824,2017-06-01,95% Ethanol,Sainte-Barbe,"48.765167, -2.994716",,,8.462,N/A,85.7,4,,,,,,,,
1825,2017-06-01,95% Ethanol,Sainte-Barbe,"48.765167, -2.994716",,,9.006,N/A,157.26,5,,,,,,,,
1826,2017-06-01,95% Ethanol,Sainte-Barbe,"48.765167, -2.994716",,,11.7,N/A,162.33,6,,,,,,,,
1827,2017-06-01,95% Ethanol,Sainte-Barbe,"48.765167, -2.994716",,,12.217,N/A,NA,6,,,,,,,,
1828,2017-06-01,95% Ethanol,Sainte-Barbe,"48.765167, -2.994716",,,12.217,N/A,NA,6,,,,,,,,
1829,2017-06-01,95% Ethanol,Sainte-Barbe,"48.765167, -2.994716",,,10.068,N/A,116.07,5,,,,,,,,
1830,2017-06-01,95% Ethanol,Sainte-Barbe,"48.765167, -2.994716",,,9.226,N/A,102.15,5,,,,,,,,
1831,2017-06-01,95% Ethanol,Sainte-Barbe,"48.765167, -2.994716",,,11.376,N/A,101.66,6,,,,,,,,
1832,2017-06-01,95% Ethanol,Sainte-Barbe,"48.765167, -2.994716",,,6.468,N/A,64.98,3,,,,,,,,
1833,2017-06-01,95% Ethanol,Sainte-Barbe,"48.765167, -2.994716",,,7.788,N/A,93.15,4,,,,,,,,
1834,2017-06-01,95% Ethanol,Sainte-Barbe,"48.765167, -2.994716",,,8.555,N/A,145.94,4,,,,,,,,
1835,2017-06-01,95% Ethanol,Sainte-Barbe,"48.765167, -2.994716",,,6.967,N/A,66.38,3,,,,,,,,
1836,2017-06-01,95% Ethanol,Sainte-Barbe,"48.765167, -2.994716",,,9.169,N/A,84.86,5,,,,,,,,
1837,2017-06-01,95% Ethanol,Sainte-Barbe,"48.765167, -2.994716",,,6.943,N/A,53.38,3,,,,,,,,
1838,2017-06-01,95% Ethanol,Sainte-Barbe,"48.765167, -2.994716",,,9.635,N/A,82.26,5,,,,,,,,
1839,2017-06-01,95% Ethanol,Sainte-Barbe,"48.765167, -2.994716",,,7.99,N/A,96.27,4,,,,,,,,
1840,2017-06-01,95% Ethanol,Sainte-Barbe,"48.765167, -2.994716",,,8.459,N/A,118.41,4,,,,,,,,
1841,2017-06-01,95% Ethanol,Sainte-Barbe,"48.765167, -2.994716",,,11.468,N/A,200.91,6,,,,,,,,
1842,2017-06-01,95% Ethanol,Sainte-Barbe,"48.765167, -2.994716",,,8.848,N/A,67.15,4,,,,,,,,
1843,2017-06-01,95% Ethanol,Sainte-Barbe,"48.765167, -2.994716",,,8.502,N/A,109.35,4,,,,,,,,
1844,2017-06-01,95% Ethanol,Sainte-Barbe,"48.765167, -2.994716",,,6.28,N/A,31.14,3,,,,,,,,
1845,2017-06-01,95% Ethanol,Sainte-Barbe,"48.765167, -2.994716",,,7.841,N/A,115.73,4,,,,,,,,
1846,2017-06-01,95% Ethanol,Sainte-Barbe,Ferme Marine Paimpolaise,,,10.379,N/A,10.379,5,,,,,,,,
1847,2017-06-01,95% Ethanol,Sainte-Barbe,Ferme Marine Paimpolaise,,,11.59,N/A,11.59,6,,,,,,,,
1848,2017-06-01,95% Ethanol,Sainte-Barbe,Ferme Marine Paimpolaise,,,11.307,N/A,11.307,6,,,,,,,,
1849,2017-06-01,95% Ethanol,Sainte-Barbe,Ferme Marine Paimpolaise,,,8.885,N/A,8.885,4,,,,,,,,
1850,2017-06-01,95% Ethanol,Sainte-Barbe,Ferme Marine Paimpolaise,,,10.11,N/A,10.11,5,,,,,,,,
1851,2017-06-01,95% Ethanol,Sainte-Barbe,Ferme Marine Paimpolaise,,,10.795,N/A,10.795,5,,,,,,,,
1852,2017-06-01,95% Ethanol,Sainte-Barbe,Ferme Marine Paimpolaise,,,7.511,N/A,7.511,4,,,,,,,,
1853,2017-06-01,95% Ethanol,Sainte-Barbe,Ferme Marine Paimpolaise,,,8.819,N/A,8.819,4,,,,,,,,
1854,2017-06-01,95% Ethanol,Sainte-Barbe,Ferme Marine Paimpolaise,,,8.383,N/A,8.383,4,,,,,,,,
1855,2017-06-01,95% Ethanol,Sainte-Barbe,Ferme Marine Paimpolaise,,,8.708,N/A,8.708,4,,,,,,,,
1856,2017-06-01,95% Ethanol,Sainte-Barbe,Ferme Marine Paimpolaise,,,9.568,N/A,9.568,5,,,,,,,,
1857,2017-06-01,95% Ethanol,Sainte-Barbe,Ferme Marine Paimpolaise,,,9.915,N/A,9.915,5,,,,,,,,
1858,2017-06-01,95% Ethanol,Sainte-Barbe,Ferme Marine Paimpolaise,,,9.075,N/A,9.075,5,,,,,,,,
1859,2017-06-01,95% Ethanol,Sainte-Barbe,Ferme Marine Paimpolaise,,,9.9,N/A,9.9,5,,,,,,,,
1860,2017-06-01,95% Ethanol,Sainte-Barbe,Ferme Marine Paimpolaise,,,7.537,N/A,7.537,4,,,,,,,,
1861,2017-06-01,95% Ethanol,Sainte-Barbe,Ferme Marine Paimpolaise,,,9.617,N/A,9.617,5,,,,,,,,
1862,2017-06-01,95% Ethanol,Sainte-Barbe,Ferme Marine Paimpolaise,,,11.855,N/A,11.855,6,,,,,,,,
1863,2017-06-01,95% Ethanol,Sainte-Barbe,Ferme Marine Paimpolaise,,,9.712,N/A,9.712,5,,,,,,,,
1864,2017-06-01,95% Ethanol,Sainte-Barbe,Ferme Marine Paimpolaise,,,10.429,N/A,10.429,5,,,,,,,,
1865,2017-06-01,95% Ethanol,Sainte-Barbe,Ferme Marine Paimpolaise,,,11.464,N/A,11.464,6,,,,,,,,
1866,2017-06-01,95% Ethanol,Sainte-Barbe,Ferme Marine Paimpolaise,,,10.256,N/A,10.256,5,,,,,,,,
1867,2017-06-01,95% Ethanol,Sainte-Barbe,Ferme Marine Paimpolaise,,,9.35,N/A,9.35,5,,,,,,,,
1868,2017-06-01,95% Ethanol,Sainte-Barbe,Ferme Marine Paimpolaise,,,10.513,N/A,10.513,5,,,,,,,,
1869,2017-06-01,95% Ethanol,Sainte-Barbe,Ferme Marine Paimpolaise,,,10.505,N/A,10.505,5,,,,,,,,
1870,2017-06-01,95% Ethanol,Sainte-Barbe,Ferme Marine Paimpolaise,,,7.942,N/A,7.942,4,,,,,,,,
1871,2017-06-01,95% Ethanol,Sainte-Barbe,Ferme Marine Paimpolaise,,,10.629,N/A,10.629,5,,,,,,,,
